ПІБ лікаря,person_gender,person_age,n_visits
Чудновська Наталія Миколаївна,чоловіча,y65+,669
Чумаченко Дмитро Євгенович,жіноча,y18-39,128
Чумаченко Дмитро Євгенович,жіноча,y40-64,238
Чумаченко Дмитро Євгенович,жіноча,y65+,196
Чумаченко Дмитро Євгенович,чоловіча,y18-39,118
Чумаченко Дмитро Євгенович,чоловіча,y40-64,197
Чумаченко Дмитро Євгенович,чоловіча,y65+,121
Чурілова Ірина Василівна,жіноча,y0-5,1718
Чурілова Ірина Василівна,жіноча,y6-17,1995
Чурілова Ірина Василівна,жіноча,y18-39,8
Чурілова Ірина Василівна,жіноча,y40-64,4
Чурілова Ірина Василівна,чоловіча,y0-5,1788
Чурілова Ірина Василівна,чоловіча,y6-17,2017
Чурілова Ірина Василівна,чоловіча,y18-39,4
Шамшина Ельвіра Миколаївна,жіноча,y6-17,3
Шамшина Ельвіра Миколаївна,жіноча,y18-39,256
Шамшина Ельвіра Миколаївна,жіноча,y40-64,603
Шамшина Ельвіра Миколаївна,жіноча,y65+,1054
Шамшина Ельвіра Миколаївна,чоловіча,y18-39,220
Шамшина Ельвіра Миколаївна,чоловіча,y40-64,336
Шамшина Ельвіра Миколаївна,чоловіча,y65+,336
Шаповалов Андрій Валерійович,жіноча,y0-5,778
Шаповалов Андрій Валерійович,жіноча,y6-17,1425
Шаповалов Андрій Валерійович,жіноча,y18-39,4
Шаповалов Андрій Валерійович,жіноча,y40-64,2
Шаповалов Андрій Валерійович,чоловіча,y0-5,867
Шаповалов Андрій Валерійович,чоловіча,y6-17,1670
Шаповалов Андрій Валерійович,чоловіча,y18-39,8
Шаповалов Андрій Валерійович,чоловіча,y40-64,1
Шведова В.В.,жіноча,y18-39,2
Шведова В.В.,жіноча,y40-64,8
Шведова В.В.,жіноча,y65+,7
Шведова В.В.,чоловіча,y18-39,5
Шведова В.В.,чоловіча,y40-64,6
Шведова В.В.,чоловіча,y65+,2
Шведова Г.М.,жіноча,y0-5,716
Шведова Г.М.,жіноча,y6-17,1213
Шведова Г.М.,жіноча,y18-39,3
Шведова Г.М.,чоловіча,y0-5,701
Шведова Г.М.,чоловіча,y6-17,1345
Шведова Г.М.,чоловіча,y18-39,3
Швець Тетяна Василівна,жіноча,y6-17,16
Швець Тетяна Василівна,жіноча,y18-39,656
Швець Тетяна Василівна,жіноча,y40-64,1502
Швець Тетяна Василівна,жіноча,y65+,584
Швець Тетяна Василівна,чоловіча,y0-5,3
Швець Тетяна Василівна,чоловіча,y6-17,8
Швець Тетяна Василівна,чоловіча,y18-39,699
Швець Тетяна Василівна,чоловіча,y40-64,1056
Швець Тетяна Василівна,чоловіча,y65+,255
Шевченко Анжела Ігоровна,жіноча,y0-5,1314
Шевченко Анжела Ігоровна,жіноча,y6-17,1578
Шевченко Анжела Ігоровна,жіноча,y18-39,1
Шевченко Анжела Ігоровна,жіноча,y40-64,1
Шевченко Анжела Ігоровна,чоловіча,y0-5,1230
Шевченко Анжела Ігоровна,чоловіча,y6-17,1813
Шевченко Людмила Володимирівна,жіноча,y0-5,484
Шевченко Людмила Володимирівна,жіноча,y6-17,697
Шевченко Людмила Володимирівна,жіноча,y18-39,5
Шевченко Людмила Володимирівна,чоловіча,y0-5,554
Шевченко Людмила Володимирівна,чоловіча,y6-17,627
Шилов Віталій Вікторович,жіноча,y0-5,457
Шилов Віталій Вікторович,жіноча,y6-17,549
Шилов Віталій Вікторович,жіноча,y18-39,2
Шилов Віталій Вікторович,жіноча,y40-64,2
Шилов Віталій Вікторович,чоловіча,y0-5,510
Шилов Віталій Вікторович,чоловіча,y6-17,585
Шилов Віталій Вікторович,чоловіча,y18-39,2
Шкуренко Олександр Сергійович,жіноча,y18-39,62
Шкуренко Олександр Сергійович,жіноча,y40-64,167
Шкуренко Олександр Сергійович,жіноча,y65+,108
Шкуренко Олександр Сергійович,чоловіча,y0-5,1
Шкуренко Олександр Сергійович,чоловіча,y6-17,2
Шкуренко Олександр Сергійович,чоловіча,y18-39,99
Шкуренко Олександр Сергійович,чоловіча,y40-64,140
Шкуренко Олександр Сергійович,чоловіча,y65+,80
Шмідік Людмила Василівна,жіноча,y6-17,4
Шмідік Людмила Василівна,жіноча,y18-39,652
Шмідік Людмила Василівна,жіноча,y40-64,1324
Шмідік Людмила Василівна,жіноча,y65+,981
Шмідік Людмила Василівна,чоловіча,y6-17,2
Шмідік Людмила Василівна,чоловіча,y18-39,600
Шмідік Людмила Василівна,чоловіча,y40-64,939
Шмідік Людмила Василівна,чоловіча,y65+,475
Шпак Людмила Григорівна,жіноча,y0-5,781
Шпак Людмила Григорівна,жіноча,y6-17,1131
Шпак Людмила Григорівна,жіноча,y18-39,7
Шпак Людмила Григорівна,жіноча,y65+,1
Шпак Людмила Григорівна,чоловіча,y0-5,1000
Шпак Людмила Григорівна,чоловіча,y6-17,1193
Шпак Людмила Григорівна,чоловіча,y18-39,6
Шувалова Вікторія Вікторівна,жіноча,y0-5,1
Шувалова Вікторія Вікторівна,жіноча,y6-17,2
Шувалова Вікторія Вікторівна,жіноча,y18-39,379
Шувалова Вікторія Вікторівна,жіноча,y40-64,875
Шувалова Вікторія Вікторівна,жіноча,y65+,1593
Шувалова Вікторія Вікторівна,чоловіча,y6-17,1
Шувалова Вікторія Вікторівна,чоловіча,y18-39,345
Шувалова Вікторія Вікторівна,чоловіча,y40-64,678
Шувалова Вікторія Вікторівна,чоловіча,y65+,657
Шумська Оксана Олександрівна,жіноча,y0-5,876
Шумська Оксана Олександрівна,жіноча,y6-17,1333
Шумська Оксана Олександрівна,жіноча,y18-39,4
Шумська Оксана Олександрівна,чоловіча,y0-5,1264
Шумська Оксана Олександрівна,чоловіча,y6-17,1270
Шумська Оксана Олександрівна,чоловіча,y18-39,1
Шумська Оксана Олександрівна,чоловіча,y40-64,2
Щербина Віктор Станіславович,жіноча,y18-39,4
Щербина Віктор Станіславович,жіноча,y40-64,33
Щербина Віктор Станіславович,жіноча,y65+,78
Щербина Віктор Станіславович,чоловіча,y18-39,8
Щербина Віктор Станіславович,чоловіча,y40-64,28
Щербина Віктор Станіславович,чоловіча,y65+,26
Щира Ольга Михайлівна,жіноча,y0-5,204
Щира Ольга Михайлівна,жіноча,y6-17,1434
Щира Ольга Михайлівна,жіноча,y18-39,5
Щира Ольга Михайлівна,жіноча,y65+,1
Щира Ольга Михайлівна,чоловіча,y0-5,224
Щира Ольга Михайлівна,чоловіча,y6-17,1216
Ющенко Ніна Михайлівна,жіноча,y0-5,1586
Ющенко Ніна Михайлівна,жіноча,y6-17,1518
Ющенко Ніна Михайлівна,жіноча,y18-39,2
Ющенко Ніна Михайлівна,чоловіча,y0-5,1287
Ющенко Ніна Михайлівна,чоловіча,y6-17,1626
Яковлева Любов Анатоліївна,жіноча,y0-5,1164
Яковлева Любов Анатоліївна,жіноча,y6-17,1084
Яковлева Любов Анатоліївна,жіноча,y18-39,3
Яковлева Любов Анатоліївна,чоловіча,y0-5,1167
Яковлева Любов Анатоліївна,чоловіча,y6-17,1279
Яковлева Любов Анатоліївна,чоловіча,y18-39,2
Яценко Т.А.,жіноча,y0-5,1273
Яценко Т.А.,жіноча,y6-17,1667
Яценко Т.А.,жіноча,y18-39,1
Яценко Т.А.,чоловіча,y0-5,1263
Яценко Т.А.,чоловіча,y6-17,1318
Яценко Т.А.,чоловіча,y18-39,3
Яценко Т.А.,чоловіча,y40-64,1
Яценко Т.А.,чоловіча,y65+,1
Яшарова Галина Леонідівна,жіноча,y18-39,336
Яшарова Галина Леонідівна,жіноча,y40-64,742
Яшарова Галина Леонідівна,жіноча,y65+,632
Яшарова Галина Леонідівна,чоловіча,y0-5,1
Яшарова Галина Леонідівна,чоловіча,y18-39,374
Яшарова Галина Леонідівна,чоловіча,y40-64,377
Яшарова Галина Леонідівна,чоловіча,y65+,215
